"","ï..Sector","Sub.group.of.question","research.question","sub.research.question","repeat.var.value","independent.var.value","dependent.var.value","numbers","min","max","dependent.var"
"33","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","all","pal_leb","1",0.395026796793447,0.35525251295738,0.434801080629515,"shelter_structure_issues"
"35","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","all","pal_other","1",0.223213246591731,0.153424548419781,0.293001944763681,"shelter_structure_issues"
"38","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","all","sri_lankan","1",0.123163436944,0.00360011787299808,0.242726756015001,"shelter_structure_issues"
"40","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","all","sudanese","1",0.132066140988749,0.0622428452567397,0.201889436720759,"shelter_structure_issues"
"42","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","all","bangladeshi","1",0.0352922747681509,0.00935310157717487,0.0612314479591269,"shelter_wash_issues"
"44","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","all","egyptian","1",0.100064957290545,0.0335762774992825,0.166553637081808,"shelter_wash_issues"
"46","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","all","ethiopian","1",0.00450870337008656,0.000185593937770102,0.00883181280240303,"shelter_wash_issues"
"48","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","all","filipino","1",0.0569517393058698,-0.0437706218033263,0.157674100415066,"shelter_wash_issues"
"51","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","all","iraqi","1",0.151119365805672,-0.0117745509647685,0.314013282576111,"shelter_wash_issues"
"52","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","all","kenyan","1",0,0,0,"shelter_wash_issues"
"54","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","all","lebanese","1",0.05920506837539,0.0519486465687541,0.0664614901820258,"shelter_wash_issues"
"55","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","all","nigerian","1",0,0,0,"shelter_wash_issues"
"57","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","all","other","1",0.0196549641257733,-0.0135492521432903,0.052859180394837,"shelter_wash_issues"
"59","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","all","pal_leb","1",0.088998681162386,0.0655724324756632,0.112424929849109,"shelter_wash_issues"
"61","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","all","pal_other","1",0.0523192484346243,0.0114737678752083,0.0931647289940403,"shelter_wash_issues"
"64","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","all","sri_lankan","1",0.0212407641459301,-0.0147877997754402,0.0572693280673003,"shelter_wash_issues"
"66","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","all","sudanese","1",0.0179818277630044,0.00433449447895034,0.0316291610470584,"shelter_wash_issues"
"68","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","all","bangladeshi","1",0.1034285186226,0.0556616985483261,0.151195338696874,"critical_shelter"
"70","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","all","egyptian","1",0.0681171595033351,0.0143426650915808,0.121891653915089,"critical_shelter"
"72","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","all","ethiopian","1",0.00420578856008029,-0.00271697932113551,0.0111285564412961,"critical_shelter"
"73","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","all","filipino","1",0,0,0,"critical_shelter"
"75","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","all","iraqi","1",0,0,0,"critical_shelter"
"76","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","all","kenyan","1",0,0,0,"critical_shelter"
"78","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","all","lebanese","1",0.0168528473740051,0.0123567514821336,0.0213489432658766,"critical_shelter"
"79","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","all","nigerian","1",0,0,0,"critical_shelter"
"80","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","all","other","1",0,0,0,"critical_shelter"
"82","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","all","pal_leb","1",0.0101828819496808,0.00385761430736987,0.0165081495919916,"critical_shelter"
"84","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","all","pal_other","1",0.00701386398840234,-0.00450943255715152,0.0185371605339562,"critical_shelter"
"88","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","all","sudanese","1",0.0322300275716007,-0.0143022333206765,0.0787622884638778,"critical_shelter"
"89","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","all","bangladeshi","1",0,0,0,"critical_shelter_with_disabled"
"90","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","all","egyptian","1",0,0,0,"critical_shelter_with_disabled"
"91","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","all","ethiopian","1",0,0,0,"critical_shelter_with_disabled"
"92","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","all","filipino","1",0,0,0,"critical_shelter_with_disabled"
"93","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","all","ghanain","1",0,0,0,"critical_shelter_with_disabled"
"94","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","all","iraqi","1",0,0,0,"critical_shelter_with_disabled"
"95","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","all","kenyan","1",0,0,0,"critical_shelter_with_disabled"
"96","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","all","lebanese","1",0,0,0,"critical_shelter_with_disabled"
"97","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","all","nigerian","1",0,0,0,"critical_shelter_with_disabled"
"98","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","all","other","1",0,0,0,"critical_shelter_with_disabled"
"99","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","all","pal_leb","1",0,0,0,"critical_shelter_with_disabled"
"100","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","all","pal_other","1",0,0,0,"critical_shelter_with_disabled"
"101","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","all","sierra_leone","1",0,0,0,"critical_shelter_with_disabled"
"102","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","all","sri_lankan","1",0,0,0,"critical_shelter_with_disabled"
"103","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","all","sudanese","1",0,0,0,"critical_shelter_with_disabled"
"105","HLP","Nature of occupation","% of HH reporting living in rented shelter with difficulties to meet essentiel shelter needs in the pas three months","meet_shelter_needs","all","bangladeshi","1",0.231878457239592,0.171257893471427,0.292499021007758,"hlp_difficulty_rented"
"107","HLP","Nature of occupation","% of HH reporting living in rented shelter with difficulties to meet essentiel shelter needs in the pas three months","meet_shelter_needs","all","egyptian","1",0.312948935412246,0.218236501380773,0.407661369443719,"hlp_difficulty_rented"
"109","HLP","Nature of occupation","% of HH reporting living in rented shelter with difficulties to meet essentiel shelter needs in the pas three months","meet_shelter_needs","all","ethiopian","1",0.0680536019883726,0.0430375723408963,0.0930696316358489,"hlp_difficulty_rented"
"111","HLP","Nature of occupation","% of HH reporting living in rented shelter with difficulties to meet essentiel shelter needs in the pas three months","meet_shelter_needs","all","filipino","1",0.0569517393058698,-0.0437706218033263,0.157674100415066,"hlp_difficulty_rented"
"114","HLP","Nature of occupation","% of HH reporting living in rented shelter with difficulties to meet essentiel shelter needs in the pas three months","meet_shelter_needs","all","iraqi","1",0.41933213861332,0.20067214608591,0.63799213114073,"hlp_difficulty_rented"
"115","HLP","Nature of occupation","% of HH reporting living in rented shelter with difficulties to meet essentiel shelter needs in the pas three months","meet_shelter_needs","all","kenyan","1",0,0,0,"hlp_difficulty_rented"
"117","HLP","Nature of occupation","% of HH reporting living in rented shelter with difficulties to meet essentiel shelter needs in the pas three months","meet_shelter_needs","all","lebanese","1",0.168333363273198,0.156527299610263,0.180139426936132,"hlp_difficulty_rented"
"118","HLP","Nature of occupation","% of HH reporting living in rented shelter with difficulties to meet essentiel shelter needs in the pas three months","meet_shelter_needs","all","nigerian","1",0,0,0,"hlp_difficulty_rented"
"120","HLP","Nature of occupation","% of HH reporting living in rented shelter with difficulties to meet essentiel shelter needs in the pas three months","meet_shelter_needs","all","other","1",0.215454434817173,-0.0109825269535531,0.441891396587899,"hlp_difficulty_rented"
"122","HLP","Nature of occupation","% of HH reporting living in rented shelter with difficulties to meet essentiel shelter needs in the pas three months","meet_shelter_needs","all","pal_leb","1",0.216701407893429,0.184051432317224,0.249351383469635,"hlp_difficulty_rented"
"124","HLP","Nature of occupation","% of HH reporting living in rented shelter with difficulties to meet essentiel shelter needs in the pas three months","meet_shelter_needs","all","pal_other","1",0.20404813442598,0.139552092535227,0.268544176316733,"hlp_difficulty_rented"
"127","HLP","Nature of occupation","% of HH reporting living in rented shelter with difficulties to meet essentiel shelter needs in the pas three months","meet_shelter_needs","all","sri_lankan","1",0.35171999885821,0.0967780810753729,0.606661916641046,"hlp_difficulty_rented"
"129","HLP","Nature of occupation","% of HH reporting living in rented shelter with difficulties to meet essentiel shelter needs in the pas three months","meet_shelter_needs","all","sudanese","1",0.265625231079871,0.171513718396907,0.359736743762835,"hlp_difficulty_rented"
"131","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","bangladeshi","1",0.00765574502346493,0.00195237615899322,0.0133591138879366,"hlp_issues_rented_before_1992"
"133","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","egyptian","1",0.0276547826292657,-0.00313285807715954,0.0584424233356908,"hlp_issues_rented_before_1992"
"135","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","ethiopian","1",0.00601160449344875,0.0010042920607239,0.0110189169261736,"hlp_issues_rented_before_1992"
"136","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","filipino","1",0,0,0,"hlp_issues_rented_before_1992"
"138","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","iraqi","1",0,0,0,"hlp_issues_rented_before_1992"
"139","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","kenyan","1",0,0,0,"hlp_issues_rented_before_1992"
"141","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","lebanese","1",0.0148480084771502,0.0107347351484235,0.018961281805877,"hlp_issues_rented_before_1992"
"142","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","nigerian","1",0,0,0,"hlp_issues_rented_before_1992"
"143","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","other","1",0,0,0,"hlp_issues_rented_before_1992"
"145","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","pal_leb","1",0.0175165800765063,0.00647363524052702,0.0285595249124855,"hlp_issues_rented_before_1992"
"146","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","pal_other","1",0,0,0,"hlp_issues_rented_before_1992"
"150","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","sudanese","1",0.00359636555260087,-0.00235835416105748,0.00955108526625922,"hlp_issues_rented_before_1992"
"151","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","bangladeshi","1",0,0,0,"hlp_issues_rent_agreement_after_92"
"153","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","egyptian","1",0.0170292898758338,-0.0107101993064821,0.0447687790581496,"hlp_issues_rent_agreement_after_92"
"154","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","ethiopian","1",0,0,0,"hlp_issues_rent_agreement_after_92"
"155","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","filipino","1",0,0,0,"hlp_issues_rent_agreement_after_92"
"157","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","iraqi","1",0,0,0,"hlp_issues_rent_agreement_after_92"
"158","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","kenyan","1",0,0,0,"hlp_issues_rent_agreement_after_92"
"160","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","lebanese","1",0.0166322794311647,0.0126098021244294,0.0206547567379001,"hlp_issues_rent_agreement_after_92"
"161","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","nigerian","1",0,0,0,"hlp_issues_rent_agreement_after_92"
"162","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","other","1",0,0,0,"hlp_issues_rent_agreement_after_92"
"164","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","pal_leb","1",0.0145129877851047,0.00495249679928115,0.0240734787709283,"hlp_issues_rent_agreement_after_92"
"166","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","pal_other","1",0.00653506807011783,-0.00420675377674841,0.0172768899169841,"hlp_issues_rent_agreement_after_92"
"169","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","sudanese","1",0,0,0,"hlp_issues_rent_agreement_after_92"
"170","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","bangladeshi","1",0,0,0,"hlp_issues_informal_verbal"
"172","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","egyptian","1",0.00279732581046161,-0.00182500127682805,0.00741965289775127,"hlp_issues_informal_verbal"
"174","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","ethiopian","1",0.00150290112336219,-0.000977559774197602,0.00398336202092198,"hlp_issues_informal_verbal"
"175","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","filipino","1",0,0,0,"hlp_issues_informal_verbal"
"177","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","iraqi","1",0,0,0,"hlp_issues_informal_verbal"
"178","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","kenyan","1",0,0,0,"hlp_issues_informal_verbal"
"180","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","lebanese","1",0.00455781939689796,0.00251185704428342,0.00660378174951249,"hlp_issues_informal_verbal"
"181","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","nigerian","1",0,0,0,"hlp_issues_informal_verbal"
"182","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","other","1",0,0,0,"hlp_issues_informal_verbal"
"184","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","pal_leb","1",0.00763231862255474,0.000734384663707798,0.0145302525814017,"hlp_issues_informal_verbal"
"185","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","pal_other","1",0,0,0,"hlp_issues_informal_verbal"
"189","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","sudanese","1",0.0107890966578026,0.000345776207286794,0.0212324171083184,"hlp_issues_informal_verbal"
"190","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","bangladeshi","1",0,0,0,"hlp_issues_employer_provided"
"192","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","ethiopian","1",0,0,0,"hlp_issues_employer_provided"
"193","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","filipino","1",0,0,0,"hlp_issues_employer_provided"
"195","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","iraqi","1",0,0,0,"hlp_issues_employer_provided"
"196","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","kenyan","1",0,0,0,"hlp_issues_employer_provided"
"198","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","lebanese","1",0.00138829531331081,-0.00013199730543256,0.00290858793205418,"hlp_issues_employer_provided"
"199","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","nigerian","1",0,0,0,"hlp_issues_employer_provided"
"200","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","other","1",0,0,0,"hlp_issues_employer_provided"
"202","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","pal_other","1",0,0,0,"hlp_issues_employer_provided"
"205","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","sudanese","1",0,0,0,"hlp_issues_employer_provided"
"206","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","bangladeshi","1",0,0,0,"hlp_issues_hosted_free"
"208","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","ethiopian","1",0,0,0,"hlp_issues_hosted_free"
"209","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","filipino","1",0,0,0,"hlp_issues_hosted_free"
"211","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","iraqi","1",0,0,0,"hlp_issues_hosted_free"
"212","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","kenyan","1",0,0,0,"hlp_issues_hosted_free"
"214","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","lebanese","1",0.00234056549443146,0.00107003935023122,0.00361109163863171,"hlp_issues_hosted_free"
"215","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","nigerian","1",0,0,0,"hlp_issues_hosted_free"
"216","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","other","1",0,0,0,"hlp_issues_hosted_free"
"218","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","pal_leb","1",0.00494213072697577,-0.00121913126532081,0.0111033927192723,"hlp_issues_hosted_free"
"219","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","pal_other","1",0,0,0,"hlp_issues_hosted_free"
"222","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","sudanese","1",0,0,0,"hlp_issues_hosted_free"
"223","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","bangladeshi","1",0,0,0,"hlp_issues_assistance"
"224","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","egyptian","1",0,0,0,"hlp_issues_assistance"
"225","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","ethiopian","1",0,0,0,"hlp_issues_assistance"
"226","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","filipino","1",0,0,0,"hlp_issues_assistance"
"227","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","ghanain","1",0,0,0,"hlp_issues_assistance"
"228","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","iraqi","1",0,0,0,"hlp_issues_assistance"
"229","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","kenyan","1",0,0,0,"hlp_issues_assistance"
"230","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","lebanese","1",0,0,0,"hlp_issues_assistance"
"231","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","nigerian","1",0,0,0,"hlp_issues_assistance"
"232","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","other","1",0,0,0,"hlp_issues_assistance"
"233","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","pal_leb","1",0,0,0,"hlp_issues_assistance"
"234","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","pal_other","1",0,0,0,"hlp_issues_assistance"
"235","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","sierra_leone","1",0,0,0,"hlp_issues_assistance"
"236","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","sri_lankan","1",0,0,0,"hlp_issues_assistance"
"237","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","sudanese","1",0,0,0,"hlp_issues_assistance"
"238","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","bangladeshi","1",0,0,0,"hlp_issues_squatting_no_permission"
"240","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","ethiopian","1",0,0,0,"hlp_issues_squatting_no_permission"
"241","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","filipino","1",0,0,0,"hlp_issues_squatting_no_permission"
"243","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","iraqi","1",0,0,0,"hlp_issues_squatting_no_permission"
"244","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","kenyan","1",0,0,0,"hlp_issues_squatting_no_permission"
"246","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","lebanese","1",0.00158803879005649,0.000582704140972584,0.0025933734391404,"hlp_issues_squatting_no_permission"
"247","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","nigerian","1",0,0,0,"hlp_issues_squatting_no_permission"
"248","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","other","1",0,0,0,"hlp_issues_squatting_no_permission"
"250","HLP","HLP issues","% of HHs reporting HLP issues by type of tenure arrangement","tenure_arrangement","all","pal_leb","1",0.0137743676646217,0.00254467686096675,0.0250040584682766,"hlp_issues_squatting_no_permission"
