"","ï..Sector","Sub.group.of.question","research.question","sub.research.question","repeat.var.value","independent.var.value","dependent.var.value","numbers","min","max","dependent.var"
"26","Shelter","Superficy","Number of people by sleeping areas","calc_num_non_hh_members","Bcharre","LEB",NA,1.86498397435897,1.7342174321186,1.99575051659935,"num_people_per_room"
"27","Shelter","Superficy","Number of people by sleeping areas","calc_num_non_hh_members","Jbeil","LEB",NA,1.66209349593496,1.5233754835424,1.80081150832752,"num_people_per_room"
"28","Shelter","Superficy","Number of people by sleeping areas","calc_num_non_hh_members","Rachaya","LEB",NA,2.30132450331126,2.10164976510672,2.50099924151579,"num_people_per_room"
"29","Shelter","Superficy","Number of people by sleeping areas","calc_num_non_hh_members","Baabda","LEB",NA,1.93605072463768,1.79597117397121,2.07613027530415,"num_people_per_room"
"30","Shelter","Superficy","Number of people by sleeping areas","calc_num_non_hh_members","Jezzine","LEB",NA,1.69672995780591,1.53264930045678,1.86081061515503,"num_people_per_room"
"31","Shelter","Superficy","Number of people by sleeping areas","calc_num_non_hh_members","El Hermel","LEB",NA,3.92192192192192,3.51334452940582,4.33049931443802,"num_people_per_room"
"32","Shelter","Superficy","Number of people by sleeping areas","calc_num_non_hh_members","Marjaayoun","LEB",NA,1.95873786407767,1.7319934976185,2.18548223053684,"num_people_per_room"
"34","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","South and Nabatieh","MIG","1",0.0958904109589041,0.0556309834171696,0.136149838500639,"shelter_structure_issues"
"36","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","South and Nabatieh","PRL","1",0.370786516853933,0.310973339799589,0.430599693908276,"shelter_structure_issues"
"38","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Saida","LEB","1",0.325102880658436,0.275575111152612,0.374630650164261,"shelter_structure_issues"
"40","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","BML","MIG","1",0.166666666666667,0.134801355170197,0.198531978163136,"shelter_structure_issues"
"42","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","BML","PRL","1",0.376404494382022,0.316518567781124,0.436290420982921,"shelter_structure_issues"
"44","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","El Meten","LEB","1",0.215686274509804,0.160812905503516,0.270559643516092,"shelter_structure_issues"
"46","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Akkar","LEB","1",0.236842105263158,0.17993382781308,0.293750382713236,"shelter_structure_issues"
"48","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Baalbek-El Hermel and Bekaa","MIG","1",0.0666666666666667,0.0311457831591979,0.102187550174135,"shelter_structure_issues"
"50","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Baalbek-El Hermel and Bekaa","PRL","1",0.229357798165138,0.162731177633847,0.295984418696428,"shelter_structure_issues"
"52","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Beirut","LEB","1",0.240625,0.20125817076679,0.27999182923321,"shelter_structure_issues"
"54","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","North and Akkar","MIG","1",0.1,0.0359471507555413,0.164052849244459,"shelter_structure_issues"
"56","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","North and Akkar","PRL","1",0.364532019704433,0.308664488308836,0.42039955110003,"shelter_structure_issues"
"58","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","El Batroun","LEB","1",0.25503355704698,0.196099896348663,0.313967217745297,"shelter_structure_issues"
"60","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Tripoli","LEB","1",0.447963800904977,0.392816894418619,0.503110707391336,"shelter_structure_issues"
"62","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Sour","LEB","1",0.371069182389937,0.307853097604075,0.434285267175799,"shelter_structure_issues"
"64","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Kesrwane","LEB","1",0.164634146341463,0.116855727620445,0.212412565062482,"shelter_structure_issues"
"66","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Zgharta","LEB","1",0.256544502617801,0.204429915512802,0.3086590897228,"shelter_structure_issues"
"68","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Baalbek","LEB","1",0.271428571428571,0.209386869171167,0.333470273685976,"shelter_structure_issues"
"70","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Zahle","LEB","1",0.202797202797203,0.147296501381472,0.258297904212933,"shelter_structure_issues"
"72","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","West Bekaa","LEB","1",0.211180124223602,0.158106015663257,0.264254232783948,"shelter_structure_issues"
"74","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","El Koura","LEB","1",0.331210191082803,0.269228756123785,0.39319162604182,"shelter_structure_issues"
"76","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Hasbaya","LEB","1",0.252688172043011,0.200136713102916,0.305239630983106,"shelter_structure_issues"
"78","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","El Minieh-Dennie","LEB","1",0.290155440414508,0.236282134023786,0.344028746805229,"shelter_structure_issues"
"80","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Chouf","LEB","1",0.205298013245033,0.151050960241236,0.25954506624883,"shelter_structure_issues"
"82","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Aley","LEB","1",0.140449438202247,0.0974922010851733,0.183406675319321,"shelter_structure_issues"
"84","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Bcharre","LEB","1",0.322115384615385,0.268692700217909,0.375538069012861,"shelter_structure_issues"
"86","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Jbeil","LEB","1",0.207317073170732,0.155089392365025,0.259544753976439,"shelter_structure_issues"
"88","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Rachaya","LEB","1",0.172185430463576,0.12148094727679,0.222889913650363,"shelter_structure_issues"
"90","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Baabda","LEB","1",0.170289855072464,0.133006198585276,0.207573511559652,"shelter_structure_issues"
"92","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Jezzine","LEB","1",0.208860759493671,0.15549873226929,0.262222786718052,"shelter_structure_issues"
"94","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","El Hermel","LEB","1",0.189189189189189,0.127765084140318,0.25061329423806,"shelter_structure_issues"
"96","Shelter","Shelter condition","% of HH reporting living in collapsed, partially collapsed  shelter or shelter with damaged structures","shelter_defects","Marjaayoun","LEB","1",0.310679611650485,0.235310376210649,0.386048847090322,"shelter_structure_issues"
"98","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","South and Nabatieh","MIG","1",0.0342465753424658,0.00938027526144223,0.0591128754234893,"shelter_wash_issues"
"100","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","South and Nabatieh","PRL","1",0.0898876404494382,0.0544688773479876,0.125306403550889,"shelter_wash_issues"
"102","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Saida","LEB","1",0.0740740740740741,0.0463829355732076,0.101765212574941,"shelter_wash_issues"
"104","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","BML","MIG","1",0.0618279569892473,0.0412350286567989,0.0824208853216957,"shelter_wash_issues"
"106","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","BML","PRL","1",0.0898876404494382,0.0545332477507436,0.125242033148133,"shelter_wash_issues"
"108","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","El Meten","LEB","1",0.065359477124183,0.0323846861892452,0.0983342680591208,"shelter_wash_issues"
"110","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Akkar","LEB","1",0.0592105263157895,0.0276179917991484,0.0908030608324305,"shelter_wash_issues"
"112","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Baalbek-El Hermel and Bekaa","MIG","1",0.00740740740740741,-0.00480298528526308,0.0196178001000779,"shelter_wash_issues"
"114","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Baalbek-El Hermel and Bekaa","PRL","1",0.036697247706422,0.00690091718261223,0.0664935782302318,"shelter_wash_issues"
"116","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Beirut","LEB","1",0.109375,0.0806315834241119,0.138118416575888,"shelter_wash_issues"
"118","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","North and Akkar","MIG","1",0.05,0.00346668384959314,0.0965333161504068,"shelter_wash_issues"
"120","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","North and Akkar","PRL","1",0.0689655172413793,0.0395522217047742,0.0983788127779844,"shelter_wash_issues"
"122","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","El Batroun","LEB","1",0.0335570469798658,0.00920831333411904,0.0579057806256125,"shelter_wash_issues"
"124","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Tripoli","LEB","1",0.14027149321267,0.101760804090621,0.178782182334718,"shelter_wash_issues"
"126","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Sour","LEB","1",0.0628930817610063,0.0311247270511684,0.0946614364708442,"shelter_wash_issues"
"128","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Kesrwane","LEB","1",0.0853658536585366,0.0493661227994374,0.121365584517636,"shelter_wash_issues"
"130","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Zgharta","LEB","1",0.0575916230366492,0.0297913101268541,0.0853919359464443,"shelter_wash_issues"
"132","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Baalbek","LEB","1",0.0428571428571429,0.014600546658941,0.0711137390553447,"shelter_wash_issues"
"134","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Zahle","LEB","1",0.041958041958042,0.0142833397799362,0.0696327441361477,"shelter_wash_issues"
"136","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","West Bekaa","LEB","1",0.0372670807453416,0.0126360342682102,0.061898127222473,"shelter_wash_issues"
"138","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","El Koura","LEB","1",0.0254777070063694,0.00472661211887686,0.046228801893862,"shelter_wash_issues"
"140","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Hasbaya","LEB","1",0.021505376344086,0.00396276918775658,0.0390479835004155,"shelter_wash_issues"
"142","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","El Minieh-Dennie","LEB","1",0.0621761658031088,0.0335113441587166,0.090840987447501,"shelter_wash_issues"
"144","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Chouf","LEB","1",0.0463576158940397,0.0181195500844816,0.0745956817035978,"shelter_wash_issues"
"146","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Aley","LEB","1",0.0224719101123596,0.00414770092021153,0.0407961193045076,"shelter_wash_issues"
"148","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Bcharre","LEB","1",0.0288461538461538,0.00971108368244222,0.0479812240098655,"shelter_wash_issues"
"150","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Jbeil","LEB","1",0.0609756097560976,0.030147282045799,0.0918039374663961,"shelter_wash_issues"
"152","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Rachaya","LEB","1",0.0331125827814569,0.00908190002842664,0.0571432655344872,"shelter_wash_issues"
"154","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Baabda","LEB","1",0.0253623188405797,0.00976762015829788,0.0409570175228615,"shelter_wash_issues"
"156","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Jezzine","LEB","1",0.0632911392405063,0.0313278693912656,0.095254409089747,"shelter_wash_issues"
"158","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","El Hermel","LEB","1",0.018018018018018,-0.00284303285759437,0.0388790688936304,"shelter_wash_issues"
"160","Shelter","Shelter condition","% of HH reporting WASH related issues in their shelter","shelter_defects","Marjaayoun","LEB","1",0.058252427184466,0.0201062133868446,0.0963986409820874,"shelter_wash_issues"
"162","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","South and Nabatieh","MIG","1",0.0136986301369863,-0.00219462501653024,0.0295918852905028,"critical_shelter"
"163","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","South and Nabatieh","PRL","1",0,0,0,"critical_shelter"
"165","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Saida","LEB","1",0.00823045267489712,-0.00132248225012032,0.0177833875999146,"critical_shelter"
"167","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","BML","MIG","1",0.00806451612903226,0.00041709006261852,0.015711942195446,"critical_shelter"
"169","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","BML","PRL","1",0.0168539325842697,0.000942637332191573,0.0327652278363477,"critical_shelter"
"171","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","El Meten","LEB","1",0.0130718954248366,-0.00208176334163544,0.0282255541913086,"critical_shelter"
"173","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Akkar","LEB","1",0.0986842105263158,0.0587632384053133,0.138605182647318,"critical_shelter"
"175","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Baalbek-El Hermel and Bekaa","MIG","1",0.0148148148148148,-0.00238873425122263,0.0320183638808522,"critical_shelter"
"176","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Baalbek-El Hermel and Bekaa","PRL","1",0,0,0,"critical_shelter"
"178","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Beirut","LEB","1",0.003125,-0.00201516758422336,0.00826516758422336,"critical_shelter"
"180","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","North and Akkar","MIG","1",0.216666666666667,0.128706396800803,0.30462693653253,"critical_shelter"
"182","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","North and Akkar","PRL","1",0.0246305418719212,0.00663908367798278,0.0426220000658596,"critical_shelter"
"184","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","El Batroun","LEB","1",0.00671140939597315,-0.00432787669094946,0.0177506954828958,"critical_shelter"
"186","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Tripoli","LEB","1",0.0135746606334842,0.000742123877992169,0.0264071973889762,"critical_shelter"
"188","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Sour","LEB","1",0.0251572327044025,0.00466461521227076,0.0456498501965343,"critical_shelter"
"190","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Kesrwane","LEB","1",0.00609756097560976,-0.0039320343106797,0.0161271562618992,"critical_shelter"
"192","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Zgharta","LEB","1",0.0104712041884817,-0.00167562680697215,0.0226180351839355,"critical_shelter"
"194","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Baalbek","LEB","1",0.0142857142857143,-0.00226994049981002,0.0308413690712386,"critical_shelter"
"196","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Zahle","LEB","1",0.027972027972028,0.00521138937504126,0.0507326665690147,"critical_shelter"
"198","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","West Bekaa","LEB","1",0.0062111801242236,-0.00400530203075449,0.0164276622792017,"critical_shelter"
"200","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","El Koura","LEB","1",0.0127388535031847,-0.00202997855926724,0.0275076855656367,"critical_shelter"
"202","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Hasbaya","LEB","1",0.010752688172043,-0.00171977866041694,0.023225155004503,"critical_shelter"
"204","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","El Minieh-Dennie","LEB","1",0.00518134715025907,-0.00334121050233924,0.0137039048028574,"critical_shelter"
"205","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Chouf","LEB","1",0,0,0,"critical_shelter"
"207","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Aley","LEB","1",0.00561797752808989,-0.00362277318512064,0.0148587282413004,"critical_shelter"
"209","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Bcharre","LEB","1",0.0144230769230769,0.000792435064113122,0.0280537187820407,"critical_shelter"
"210","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Jbeil","LEB","1",0,0,0,"critical_shelter"
"212","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Rachaya","LEB","1",0.0198675496688742,0.00112640276064723,0.0386086965771011,"critical_shelter"
"214","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Baabda","LEB","1",0.0036231884057971,-0.0023364261846068,0.009582802996201,"critical_shelter"
"216","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Jezzine","LEB","1",0.00632911392405063,-0.00408135206931313,0.0167395799174144,"critical_shelter"
"218","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","El Hermel","LEB","1",0.00900900900900901,-0.0058094921346979,0.0238275101527159,"critical_shelter"
"219","Shelter","Nature of shelter","% of HH reporting to live in non sustainable shelter","shelter_type","Marjaayoun","LEB","1",0,0,0,"critical_shelter"
"220","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","South and Nabatieh","MIG","1",0,0,0,"critical_shelter_with_disabled"
"221","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","South and Nabatieh","PRL","1",0,0,0,"critical_shelter_with_disabled"
"222","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","Saida","LEB","1",0,0,0,"critical_shelter_with_disabled"
"223","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","BML","MIG","1",0,0,0,"critical_shelter_with_disabled"
"224","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","BML","PRL","1",0,0,0,"critical_shelter_with_disabled"
"225","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","El Meten","LEB","1",0,0,0,"critical_shelter_with_disabled"
"226","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","Akkar","LEB","1",0,0,0,"critical_shelter_with_disabled"
"227","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","Baalbek-El Hermel and Bekaa","MIG","1",0,0,0,"critical_shelter_with_disabled"
"228","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","Baalbek-El Hermel and Bekaa","PRL","1",0,0,0,"critical_shelter_with_disabled"
"229","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","Beirut","LEB","1",0,0,0,"critical_shelter_with_disabled"
"230","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","North and Akkar","MIG","1",0,0,0,"critical_shelter_with_disabled"
"231","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","North and Akkar","PRL","1",0,0,0,"critical_shelter_with_disabled"
"232","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","El Batroun","LEB","1",0,0,0,"critical_shelter_with_disabled"
"233","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","Tripoli","LEB","1",0,0,0,"critical_shelter_with_disabled"
"234","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","Sour","LEB","1",0,0,0,"critical_shelter_with_disabled"
"235","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","Kesrwane","LEB","1",0,0,0,"critical_shelter_with_disabled"
"236","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","Zgharta","LEB","1",0,0,0,"critical_shelter_with_disabled"
"237","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","Baalbek","LEB","1",0,0,0,"critical_shelter_with_disabled"
"238","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","Zahle","LEB","1",0,0,0,"critical_shelter_with_disabled"
"239","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","West Bekaa","LEB","1",0,0,0,"critical_shelter_with_disabled"
"240","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","El Koura","LEB","1",0,0,0,"critical_shelter_with_disabled"
"241","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","Hasbaya","LEB","1",0,0,0,"critical_shelter_with_disabled"
"242","Shelter","Nature of shelter","% of HH reporting living in non sustainable shelter with a physically disable member within the HH","wgss_walking","El Minieh-Dennie","LEB","1",0,0,0,"critical_shelter_with_disabled"
